epoch,filter,low_hz,high_hz,center_hz,bandwidth_hz
10,7,30.861431121826172,35.498165130615234,33.1797981262207,4.6367340087890625
11,0,0.8798666000366211,6.068739891052246,3.4743032455444336,5.188873291015625
11,1,5.3145551681518555,10.392358779907227,7.853456974029541,5.077803611755371
11,2,9.287793159484863,14.609821319580078,11.948806762695312,5.322028160095215
11,3,13.45717716217041,18.111988067626953,15.784582138061523,4.654810905456543
11,4,17.565061569213867,22.541728973388672,20.053394317626953,4.976667404174805
11,5,21.557401657104492,26.924793243408203,24.24109649658203,5.367391586303711
11,6,26.158161163330078,31.341339111328125,28.7497501373291,5.183177947998047
11,7,30.862590789794922,35.495277404785156,33.178932189941406,4.632686614990234
12,0,0.8801099061965942,6.072021484375,3.4760656356811523,5.191911697387695
12,1,5.313937187194824,10.38850212097168,7.851219654083252,5.0745649337768555
12,2,9.292454719543457,14.610040664672852,11.951248168945312,5.3175859451293945
12,3,13.45630931854248,18.10982894897461,15.783069610595703,4.653519630432129
12,4,17.574363708496094,22.5574893951416,20.06592559814453,4.983125686645508
12,5,21.560348510742188,26.9300537109375,24.245201110839844,5.3697052001953125
12,6,26.148447036743164,31.337310791015625,28.742877960205078,5.188863754272461
12,7,30.859880447387695,35.497650146484375,33.17876434326172,4.63776969909668
13,0,0.8800235390663147,6.073093891143799,3.4765586853027344,5.193070411682129
13,1,5.312444686889648,10.388044357299805,7.850244522094727,5.075599670410156
13,2,9.285046577453613,14.60510540008545,11.945075988769531,5.320058822631836
13,3,13.455692291259766,18.109254837036133,15.78247356414795,4.653562545776367
13,4,17.574291229248047,22.562145233154297,20.068218231201172,4.98785400390625
13,5,21.563859939575195,26.928085327148438,24.2459716796875,5.364225387573242
13,6,26.145200729370117,31.33370590209961,28.739452362060547,5.188505172729492
13,7,30.854835510253906,35.493324279785156,33.17407989501953,4.63848876953125
14,0,0.8838911056518555,6.077023029327393,3.480457067489624,5.193131923675537
14,1,5.320044994354248,10.394076347351074,7.857060432434082,5.074031352996826
14,2,9.288980484008789,14.608771324157715,11.948875427246094,5.319790840148926
14,3,13.456350326538086,18.109996795654297,15.783173561096191,4.653646469116211
14,4,17.571359634399414,22.555795669555664,20.06357765197754,4.98443603515625
14,5,21.566038131713867,26.928621292114258,24.247329711914062,5.362583160400391
14,6,26.147994995117188,31.338836669921875,28.74341583251953,5.1908416748046875
14,7,30.857561111450195,35.496639251708984,33.177101135253906,4.639078140258789
15,0,0.8830817937850952,6.077315330505371,3.480198621749878,5.194233417510986
15,1,5.3147292137146,10.385747909545898,7.850238800048828,5.071018695831299
15,2,9.293015480041504,14.615047454833984,11.954030990600586,5.3220319747924805
15,3,13.456459999084473,18.10702133178711,15.781740188598633,4.650561332702637
15,4,17.570913314819336,22.553285598754883,20.06209945678711,4.982372283935547
15,5,21.568086624145508,26.933979034423828,24.251033782958984,5.36589241027832
15,6,26.15094566345215,31.348621368408203,28.74978256225586,5.197675704956055
15,7,30.857236862182617,35.4996452331543,33.17844009399414,4.64240837097168
16,0,0.8842586874961853,6.081648349761963,3.4829535484313965,5.197389602661133
16,1,5.316181182861328,10.395628929138184,7.855905055999756,5.0794477462768555
16,2,9.291810035705566,14.61230182647705,11.952055931091309,5.320491790771484
16,3,13.45761489868164,18.10955238342285,15.783583641052246,4.651937484741211
16,4,17.56944465637207,22.549209594726562,20.059326171875,4.979764938354492
16,5,21.5716609954834,26.93625259399414,24.253955841064453,5.364591598510742
16,6,26.151830673217773,31.34600067138672,28.748916625976562,5.194169998168945
16,7,30.86240005493164,35.506778717041016,33.18458938598633,4.644378662109375
17,0,0.8822984099388123,6.075716972351074,3.4790077209472656,5.193418502807617
17,1,5.3151092529296875,10.392196655273438,7.8536529541015625,5.07708740234375
17,2,9.290997505187988,14.612907409667969,11.95195198059082,5.3219099044799805
17,3,13.45986557006836,18.11133575439453,15.785600662231445,4.651470184326172
17,4,17.571439743041992,22.549190521240234,20.060314178466797,4.977750778198242
17,5,21.56551170349121,26.928056716918945,24.246784210205078,5.362545013427734
17,6,26.162813186645508,31.358810424804688,28.76081085205078,5.19599723815918
17,7,30.865942001342773,35.51162338256836,33.18878173828125,4.645681381225586
18,0,0.8798640966415405,6.072251319885254,3.476057767868042,5.192387104034424
18,1,5.317241668701172,10.393839836120605,7.855540752410889,5.076598167419434
18,2,9.290705680847168,14.613492965698242,11.952098846435547,5.322787284851074
18,3,13.46171760559082,18.113502502441406,15.787610054016113,4.651784896850586
18,4,17.576765060424805,22.558704376220703,20.067733764648438,4.981939315795898
18,5,21.558515548706055,26.919652938842773,24.239084243774414,5.361137390136719
18,6,26.154115676879883,31.345470428466797,28.749794006347656,5.191354751586914
18,7,30.862577438354492,35.50332260131836,33.18294906616211,4.640745162963867
